HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HR,AR
Blackburn,Reading,3,3,D,15,12,6,7,16,7,5,10,0,0
Bolton,'Aston Villa',2,2,D,10,8,2,3,10,11,7,6,0,0
Chelsea,Everton,1,1,D,14,8,10,5,13,5,9,2,0,0
Liverpool,Charlton,2,2,D,22,8,7,4,5,12,9,2,0,0
'Man United','West Ham',0,1,A,28,6,20,4,13,11,14,3,0,0
Middlesbrough,Fulham,3,1,H,21,8,10,5,11,12,10,3,0,0
Portsmouth,Arsenal,0,0,D,9,14,4,6,18,15,2,6,0,0
'Sheffield United',Wigan,1,2,A,9,9,5,3,11,15,10,3,0,1
Tottenham,'Man City',2,1,H,8,10,3,5,11,13,6,6,0,0
Watford,Newcastle,1,1,D,11,1,2,1,13,6,8,5,0,0
